title,_id,subject,language,Level
How Babies Are Made (Somali),db5cfe694d3c3de71da2af54a0091f47,Health & Medicine,Somali,Professional
How to Care for a Newborn- First hours after delivery,db5cfe694d3c3de71da2af54a01479a6,Health & Medicine,English,Professional
How to Look After a Newborn (Somali),db5cfe694d3c3de71da2af54a025c629,Health & Medicine,Somali,Professional
Is Your Child Sick- Identifying signs of sickness and pneumonia,db5cfe694d3c3de71da2af54a05cd6aa,Health & Medicine,English,Professional
The Holy Quran (Somali),db73356179ed9c749bbc7fcd161d86f7,Religion,som,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
Coaching Concept,dc363e83b6dec454877464028524d508,SOC (Social Sciences),,All
Math 5th SA,dc97573bde03f4b6715397d38516532a,Math,Somali,Upper Primary
Science 4th SA,dc97573bde03f4b6715397d38586c12b,Science,Somali,Upper Primary
Pesticides In The Modern World: Risks And Benefits,dc97573bde03f4b6715397d385ab1d4e,Agriculture,eng,Professional
Somali 7th SA,dc97573bde03f4b6715397d385da4592,Languages,Somali,Lower Secondary
Somali 8th SA,dc97573bde03f4b6715397d385e2c4f5,Languages,Somali,Lower Secondary
Roget's Thesaurus,dc97573bde03f4b6715397d385f0f88c,Reference,English,Professional
Handout 4.1 Other potential funding sources,dd694d3ff2badce3893d1bff871dafdf,Business and Finance,eng,"Undergraduate,Graduate,Professional"
Exercise 2.1. Free Cash Flow ,dd694d3ff2badce3893d1bff8732f7e9,Business and Finance,eng,Professional
Exercise 4.1 Interest rate calculation,dd694d3ff2badce3893d1bff87378aef,Business and Finance,eng,"Undergraduate,Graduate,Professional"
Practitioner Manual Risk Management Final,dd694d3ff2badce3893d1bff87619a82,Business and Finance,eng,"Undergraduate,Graduate,Professional"
How The Cheetah Got Its Spots,dd93fcd59a52f763133087d4740ef776,Literature,eng,Lower Primary
Little Women,ddb179cae03e12707e064a46841e2791,Literature,eng,Upper Secondary
Critique of Pure Reason,ddb179cae03e12707e064a4684e0a86e,Literature,eng,Graduate
Blood Groups Overview (Video),ddd644c56d05a4b8452c46e9df56b929,Health & Medicine,eng,Professional
Kataa Kutumiwa Forum 4 (English),def54a587eeb6504a5253b20962893df,Agriculture,eng,Lower Secondary
Kataa Kutumiwa Forum 5 (Swahili),def54a587eeb6504a5253b20965a060a,Agriculture,swa,Lower Secondary
The Deadly Genius of Drug Cartels- Transcript,df662895ef5c98057570a459ba08196d,"Languages,Learning",English,"Upper Primary,Lower Secondary"
Thinking About News and the Media- Lesson Plan,df662895ef5c98057570a459ba0c1d5c,"Languages,Learning",English,"Upper Primary,Lower Secondary"
Thinking About News and the Media- Transcript,df662895ef5c98057570a459ba0fad1b,"Languages,Learning",English,"Upper Primary,Lower Secondary"
Conflict Resolution Through Theatre,e026fbe0dc18a373dd08fb4f693fe325,Social Sciences,English,Professional
ICT Basic Skills 05 -  Compulsory Readings,e0a6146340ea28ef5653601176354468,Technology,eng,Upper Secondary
The Prince,e1302d45b7a36ee766528b7aa2666be5,Literature,eng,All
Financing Slides,e1cf0b97425426a7ee3e25e606ecd9b9,Business and Finance,eng,Professional
Financing Trainer's Manual Final,e1cf0b97425426a7ee3e25e606ef48e4,Business and Finance,eng,Professional
Practitioners Manual Financing module Final,e1cf0b97425426a7ee3e25e606f1a046,Business and Finance,eng,"Undergraduate,Graduate,Professional"
Handout 3.1 Information in a Financial Projection,e1cf0b97425426a7ee3e25e606f44b74,Business and Finance,eng,Professional
Music: The Beatles - Hey Jude,e29c8ba5f49e3eced2f5d06d7e174744,Music,English,Upper Secondary
Music: The Beatles - Revolution,e29c8ba5f49e3eced2f5d06d7e297ae8,Music,English,Upper Secondary
Music: The Beatles - Yesterday,e29c8ba5f49e3eced2f5d06d7e2e6a41,Music,English,Upper Secondary
Albert the Angry Alligator,e2b13fbea4ce2c17a1dea1a6cf0cb61e,Languages,English,Lower Secondary
Social Work Skills,e32a24521d8d93538d343088f20b6dd9,Human Development,English,"Undergraduate,Professional"
Raise Your Voice Student Journalism,e3a3139772c138b25b64b7b9f5034c27,Human Development,eng,Early Education
Encouraging Companies to Hire More Women,e3a3139772c138b25b64b7b9f51f090f,Human Development,English,Early Education
Bridging the Gap,e3a3139772c138b25b64b7b9f550d185,Human Development,eng,Early Education
Care and support for people with HIV-AIDS-Why Compassion?,e3df66beaf5a8754e457a9a9b6397113,Health & Medicine,eng,"Lower Primary,Upper Primary,Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
Basic Computer Fundamentals and Troubleshooting,e4280c37124b47b5a5941b995ef6b251,Technology,eng,Upper Secondary
The Tale of the Flopsy Bunnies (Audio),e43f48cf827c01c3e7ce4e7dced9836a,Literature,eng,Lower Secondary
Women's Health,e47c2003f2eb7b0fd7eff0ffec2ede04,Health & Medicine,English,Early Education
Conflict Resolution Skills,e47c2003f2eb7b0fd7eff0ffec802279,Human Development,English,Upper Secondary
Kataa Kutumiwa Forum 6 (Swahili),e4afd2cbeddad97077638e24937c741a,Agriculture,swa,Lower Secondary
Libyan Curriculum: Biology (Levels 10-12),e4afd2cbeddad97077638e2493f1153d,Science,English,Upper Secondary
Drinking Water: Lesson 11 - Land Use Decision Makers and Their Roles in Drinking Water Protection,e5167174593c2dc72883d35579658179,Environment,English,Upper Secondary
Drinking Water: Lesson 14 - Nutrient Management and Source Water Protection,e5167174593c2dc72883d3557970c3d5,Environment,English,Upper Secondary
Drinking Water: Lesson 18 - Water Use and Conservation,e5167174593c2dc72883d355797f0a97,Environment,English,Upper Secondary
Lesson Plan - Going Green,e5167174593c2dc72883d3557990625e,Environment,English,"Lower Secondary,Upper Secondary,Undergraduate"
Natural Heros,e5167174593c2dc72883d3557996aaee,Environment,English,"Lower Secondary,Upper Secondary"
Oceans and Coasts,e5167174593c2dc72883d355799a3e24,Environment,English,"Upper Primary,Lower Secondary,Upper Secondary"
Organize a Community Clean Up,e5167174593c2dc72883d355799dc0b8,Environment,English,Professional
Empowering Communities - Vol 1 Lesson 13-18,e5167174593c2dc72883d35579d5c228,Human Development,English,Professional
Empowering Communities - Vol 1 Trainers Manual,e5167174593c2dc72883d35579d88922,Human Development,English,Professional
Empowering Communities - Vol 1 Trainers Manual Intro,e5167174593c2dc72883d35579dafd33,Human Development,English,Professional
Empowering Communities - Vol 2 Lesson 1-6,e5167174593c2dc72883d35579ded3c3,Human Development,English,Professional
Empowering Communities - Vol 2 Lesson 7-12,e5167174593c2dc72883d35579e7f092,Human Development,English,Professional
Hip Hop Nabadda iyo dib-u- Heshiisiinta,e5821cbcaa0cbd84827ea97b955e99ff,Music,Somali,All
Polygamy in Kenya Lesson Plan,e5d58f41c705f54cfc42002927220381,"Languages,Learning",English,"Upper Primary,Lower Secondary"
Poor Countries Lesson Plan,e5d58f41c705f54cfc420029272837ed,"Languages,Learning",English,"Upper Primary,Lower Secondary"
Exercise 4.1 Production Plan of an organisation,e6af20aa1317c6ad4c1faaa597032700,Business and Finance,Eng,"Undergraduate,Graduate,Professional"
Handout 3.1 Sample income statement,e6af20aa1317c6ad4c1faaa5974489f1,Business and Finance,eng,"Undergraduate,Graduate,Professional"
Handout 3.2 Sample balance sheet,e6af20aa1317c6ad4c1faaa597489394,Business and Finance,eng,"Undergraduate,Graduate,Professional"
Handout 3.3 Sample cash flow statement,e6af20aa1317c6ad4c1faaa5975342a0,Business and Finance,eng,Professional
Handout 4.1 Steps for tax registration in Kenya,e6af20aa1317c6ad4c1faaa5976a0c09,Business and Finance,eng,"Undergraduate,Graduate,Professional"
Handout 4.2 Taxation in Kenya,e6af20aa1317c6ad4c1faaa5976e3718,Business and Finance,eng,"Undergraduate,Graduate,Professional"
Handout 4.3  Financial reporting for external stakeholders,e6af20aa1317c6ad4c1faaa5977484f8,Business and Finance,eng,"Undergraduate,Graduate,Professional"
Handout 5.1 Steps in MIS design,e6af20aa1317c6ad4c1faaa597785452,Business and Finance,eng,"Undergraduate,Graduate,Professional"
Accounting Module Slides,e6af20aa1317c6ad4c1faaa597832693,Business and Finance,eng,Professional
Exercise 4.1 Summarise transactions,e6af20aa1317c6ad4c1faaa597d02f87,Business and Finance,eng,"Undergraduate,Graduate,Professional"
Costing Trainer's Manual,e6af20aa1317c6ad4c1faaa597e91357,Business and Finance,English,Professional
Exercise 5.1 Simple costing,e6af20aa1317c6ad4c1faaa597f95ceb,Business and Finance,eng,"Undergraduate,Graduate,Professional"
Exercise 5.2 Simple costing with impact of financing,e6af20aa1317c6ad4c1faaa597fbf16f,Business and Finance,eng,"Undergraduate,Graduate,Professional"
Raising Healthy Kids Manual,e75daa204448c94790a281913459ec3b,Food and Nutrition,English,Professional
Developing Cultural Understanding,e79c723de1599a74e419915eef56ce2f,Human Development,English,Upper Secondary
Training Module for Education for a Culture of Peace,e79c723de1599a74e419915eef96b466,Human Development,English,Professional
Building Blocks of Peace- Glossary,e79c723de1599a74e419915eefdd1854,Human Development,English,Upper Secondary
Beginning Computer Literacy (Slides),e7a1cdc3bbe6f1eec9d840865a8dacff,Technology,English,Upper Secondary
How YouTube Thinks About Copywrite- Lesson Plan,e7c8296ab7697dd78348c9e44d67cd99,"Languages,Learning",English,"Upper Primary,Lower Secondary"
Leather and Meat Without Animals (Lesson Plan),e7c8296ab7697dd78348c9e44d732c38,Learning,eng,Lower Secondary
Focused Antenatal Care Community,e854d1d2a7007e953eb67e536260876c,Health & Medicine,English,Professional
Ask Before Doing - UNESCO 507,e896618b6b0efa580fae329dcc744b4d,Agriculture,English,Upper Primary
How To Build A Computer From Scratch,e8a1c13c6b87bec03c4876042f1719b3,Technology,eng,Upper Secondary
Information Security Awareness Handbook,e8a1c13c6b87bec03c4876042f71447b,Technology,eng,Upper Secondary
Picture This Cards- Mix It Fix It,e8baafb0f0fc22dbd8162e83b421a4ef,"Languages,Learning",English,"Upper Primary,Lower Secondary"
Encyclopædia Britannica 11 ed. Vol. 27 (Tonalite to Vesuvius),e8c3c87035780cc743b615825fe32b04,Reference,eng,"Early Education,Lower Primary,Upper Primary,Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
Gangs Questions and Answers,e8f86c2970f9156189f01fea4017014e,Human Development,eng,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
I Know Why the Caged Bird Sings,e8fab38c7a118234d6f49003cddf03d5,Literature,English,Upper Secondary
All About Eyes Audio 3,e90a2bc6ac264068859c2dd084f75a42,Learning,English,Lower Secondary
A Week in the life of a Coach,e90e74fcd4b6368c5df785687b993a4d,LEA (Learning),,Range
Advocacy Training Guide for Mobilizing Communities,e9730375631acdb20897e81fe2de0568,Human Development,English,Undergraduate
Community Mobilization Sector Approach,e9730375631acdb20897e81fe2e8f7e8,Human Development,English,Professional
Community Mobilization Module,e9730375631acdb20897e81fe2f642b1,Human Development,English,Upper Secondary
Adventures of Huckleberry Finn,e9a7dfa15fae199c8de35590c18fbf1a,Literature,English,Upper Secondary
Hamlet,e9a7dfa15fae199c8de35590c1b41cc7,Literature,English,Upper Secondary
Middlemarch,e9a7dfa15fae199c8de35590c1c1e933,Literature,English,Upper Secondary
Defining Peace,e9d6cffecd614ce64ce17030b2b28f2e,Human Development,English,Undergraduate
The Legend of the Black Sea Audio,eaa73c38fd38b337bcc44d5df90fae13,Literature,English,Lower Secondary
Folk Wisdom,eac5e6262287ba76cd2479b4b14c8d70,Learning,English,Lower Secondary
Giant Rats Lesson Plan,eac5e6262287ba76cd2479b4b1520ed0,"Languages,Learning",English,"Upper Primary,Lower Secondary"
The CAELA Guide for Adult ESL Trainers,eac5e6262287ba76cd2479b4b15a92eb,"Languages,Learning",English,Professional
To Build A Fire and Other Stories - To the Man on Trail (Text),eae7a06e2dad28b44522eaa0e226ef8f,Literature,English,Upper Secondary
Oxford English for Information Technology,eb711b7a5c824aa8079d06d1811ca2e6,Technology,English,"Upper Primary,Lower Secondary,Upper Secondary"
Civic Education E-Journal - Language and Civil Society,eb711b7a5c824aa8079d06d181438b1c,Human Development,English,Undergraduate
Individual Freedoms - Freedom of Expression,eb711b7a5c824aa8079d06d1814cdce1,Human Development,eng,Undergraduate
Individual Freedoms - Freedom of the Press,eb711b7a5c824aa8079d06d1814ea0a8,Human Development,eng,Undergraduate
"Healthy Water, Healthy Habits, Healthy People 2",eb711b7a5c824aa8079d06d18153b2a3,Health & Medicine,eng,Professional
The Diversity Around Us- Lesson 1,eb711b7a5c824aa8079d06d181555b8f,Human Development,English,"Lower Secondary,Upper Secondary"
"Healthy Water, Healthy Habits, Healthy People",eb711b7a5c824aa8079d06d18155aa61,Health & Medicine,eng,Professional
The Value of Compromise- Lesson 3,eb711b7a5c824aa8079d06d181595869,Human Development,English,"Lower Secondary,Upper Secondary"
Respect Campaign- Lesson 4,eb711b7a5c824aa8079d06d1815b5e9d,Human Development,English,"Lower Secondary,Upper Secondary"
Malnutrition Effects- Lesson 8,eb711b7a5c824aa8079d06d18167cdea,Human Development,English,"Lower Secondary,Upper Secondary"
Understanding Advocacy- Lesson 11,eb711b7a5c824aa8079d06d18170ceb3,Human Development,English,"Lower Secondary,Upper Secondary"
Sustainable Leadership- Lesson 18,eb711b7a5c824aa8079d06d18184d1d2,Human Development,English,"Lower Secondary,Upper Secondary"
Household Water and Save Treatment Posters,eb711b7a5c824aa8079d06d18187612e,Health & Medicine,"eng, all",Professional
Sustainable Leadership Characteristics- Lesson 19,eb711b7a5c824aa8079d06d18187a372,Human Development,English,"Lower Secondary,Upper Secondary"
Sustainable Change- Lesson 20,eb711b7a5c824aa8079d06d1818a444f,Human Development,English,"Lower Secondary,Upper Secondary"
Household Water and Save Treatment Fact Sheet,eb711b7a5c824aa8079d06d1818bf44f,Health & Medicine,eng,Professional
Rights of the Individual,eb711b7a5c824aa8079d06d18191c12e,Law,English,Undergraduate
Billyboy Song Words,eb711b7a5c824aa8079d06d181c1fe6e,"Languages,Learning",English,"Lower Primary,Upper Primary"
Clementine Song Audio,eb711b7a5c824aa8079d06d181caa02b,Learning,English,Upper Primary
Happy and You Know It Song Audio,eb711b7a5c824aa8079d06d181dfaf9b,Learning,English,Upper Primary
Happy and You Know It Song Words,eb711b7a5c824aa8079d06d181e383d3,"Languages,Learning",English,"Early Education,Lower Primary,Upper Primary"
Head Shoulders Song Audio,eb711b7a5c824aa8079d06d181e757b8,Learning,English,Upper Primary
The Body Song Audio,eb711b7a5c824aa8079d06d181e89fb9,Learning,English,Upper Primary
Enjoy a Variety of Foods-Essential Nutrients for Healthy Nutrition,eb878895c969391128207469178072b5,Food and Nutrition,English,Professional
Evaluating Nutrition Inverventions,eb878895c969391128207469179db3dc,"Food and Nutrition,Health & Medicine",English,"Lower Primary,Upper Primary,Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
Examples of Grade-Specific Objectives for Skill-based Violence Prevention Education.,eb878895c96939112820746917d34e1c,"Health & Medicine,Human Development",,"Early Education,Lower Primary,Upper Primary,Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
Facts about Intestinal Worms,eb878895c96939112820746917dd009a,Health & Medicine,English,"Early Education,Lower Primary,Upper Primary,Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
African Storybooks - A Cow Is My Friend,ebae4ec21799f5e85746c440acc3417d,Literature,English,Early Education
Soil Characteristics,ebbcd6a2b895803e164aa080c65932bf,Agriculture,English,Professional
Livestock Shade Structure,ebbcd6a2b895803e164aa080c678e1d9,Agriculture,,Professional
Soil,ec3c833eb52749174bdb193e3a43ea21,Science,English,Upper Primary
Tables and Graphs - Lesson 3,ec3c833eb52749174bdb193e3a6ddcfd,Math,English,Upper Primary
"Wishbone - Rosie, Oh, Rosie, Oh! (S1E4) ",ec61f177fa40caeb41076cf43a48583d,Learning,eng,Lower Primary
