title,Level,id,subject
Anansi & the Yam Hills,Early Education,24961,Literature
UNICEF and Children with Disabilities (G 6-8),Upper Primary | Lower Secondary,26d2e978fa4bccc849ae5eb26d6af8f3,Learning
East Africa Food Crisis- Real Life Stories,Upper Secondary,26d2e978fa4bccc849ae5eb26d905b3c,Learning
To Educate a Girl (G 9-12),Upper Secondary,26d2e978fa4bccc849ae5eb26d94ad82,Learning
Islamic 5th SA,Upper Primary,27a697ab8ba978ddcdb9339712ccde25,Religion
Precalculus Textbook,Undergraduate,27cbe63828f02188d152b965eab5f3de,Math
Diagnosing and Treating Malaria,Professional,27d879d78bc329720cb3583adf679466,Health & Medicine
Law for Business Students,Professional,27e4805a1cc4e95791193d549dbbbc7f,Law
What and When to Feed Your Child (Somali),Professional,283ed03fb0f8bd17b265c883c987045e,Health & Medicine
The Flu,Early Education,2856fff02d2b68eb5d507540a1adb9e8,Health & Medicine
Ankle Sprain,Early Education,2856fff02d2b68eb5d507540a1b32d3a,Health & Medicine
Diabetes,Early Education,2856fff02d2b68eb5d507540a1bc060d,Health & Medicine
Benefits of Breast Feeding,A | l | l,2856fff02d2b68eb5d507540a1cd0450,H | M | D |   | ( | H | e | a | l | t | h |   | & |   | M | e | d | i | c | i | n | e | )
Music: Bob Dylan - Like A Rolling Stone,Early Education,28LikeARollingStoneLiveVersion320LameCbrEx,Music
Strategic Marketing,Professional,28d852c112ac19c10bd5fe668035c2c5,Business and Finance
What Pregnant Women Need to Eat (Somali),Professional,290d71a3cd0cdea41d263110661124e0,Health & Medicine
Parenteral Antibiotics (Somali),Professional,290d71a3cd0cdea41d263110668c0ce6,Health & Medicine
Adolescent Reproductive Health and Life Skills Curriculum,Upper Secondary | Undergraduate | Graduate | Professional,2917e6b4e9b66268ffa1f6584c11f65d,Health & Medicine
Something Good,Upper Primary,2939371c765ea1bc6704a850e61b0b13,Learning
Stephanie's Ponytail,Upper Primary,2939371c765ea1bc6704a850e61f57dd,Learning
Superbugs That Medicine Can't Kill,Lower Secondary,2939371c765ea1bc6704a850e6218888,Learning
The City Zoo,Upper Primary,2939371c765ea1bc6704a850e624f03b,Learning
TED - A Girl Who Demanded School,Early Education,2987a7b883997fc20f777f5e263fbb41,Learning
BTJ Somali Alphabet,A | l | l,2987a7b883997fc20f777f5e26a485e2,L | E | A |   | ( | L | e | a | r | n | i | n | g | )
Expanding Out a Decimal by Place Value,Upper Primary | Lower Secondary,2a00c79a1b3f4d2704ff3e96c78d616c,Math
Mathematics Grade 5,Upper Primary,2a00c79a1b3f4d2704ff3e96c7934f4c,Math
Subtracting Decimals up to Hundredths,Lower Secondary,2a00c79a1b3f4d2704ff3e96c7975050,Math
Liberian National Curriculum for Grades 1 to 6 - Science,Upper Primary,2a2eb9853ddb8426690e0605da14ece3,Science
Libyan Curriculum: Social Studies (Levels 7-9),Upper Primary | Lower Secondary,2a2eb9853ddb8426690e0605da3a01cf,Social Sciences
Women in Science Learning Series: Parasite Sleuth Activity Book,Lower Primary | Upper Primary,2a5f4024e0a8340e81a4a03cded9c45b,Health & Medicine
To Build A Fire and Other Stories - To Build A Fire (Audio),Upper Secondary,2ad335d397291c9abe287583a9f56f93,Literature
Poetry of Maya Angelou,Lower Secondary | Upper Secondary | Undergraduate,2b9cb7b566056818c82fe251222086c3,Literature
Effects of Different Substances on Our Health,Professional,2c3e24435137da3062ca79c360f169ec,Health & Medicine
Engaging Parents in School Drug Education Programmes,Professional,2c3e24435137da3062ca79c360f919bb,Health & Medicine
UN Millennium Report 2014,Professional,2c5a02a5439d43aac0e21fce81949fee,Social Sciences
Spectra: The Original Laser Superhero Issue 4,Upper Primary,2ceb3198a4061257c690f48854b7b14f,Science
Health Card Information,All,2d6d824f80ba316a0a24c7dad4d3509c,Health & Medicine
Dhegdheer A Scary Somali Folktale,All,2d8d16df212d294f041e6bb4971b2a3b,Literature
The Travels of Igal Shidad - Safarada Cigaal Shidaad,Early Education,2d8d16df212d294f041e6bb497270d9c,Literature
Sixty Years of Fashion (1900-1960),Lower Secondary | Upper Secondary | Undergraduate,2e86e9db968fdc6c1fe1b8faeebf75f4,Human Development
Peacekeeping Organizations - Lesson Plan,Early Education | Lower Primary | Upper Primary | Lower Secondary | Upper Secondary | Undergraduate | Graduate | Professional,2eac1fd8d204c017df671d443ee3e406,Human Development | Social Sciences
Peacebuilders I - Lesson Plan,Early Education | Lower Primary | Upper Primary | Lower Secondary | Upper Secondary | Undergraduate | Graduate | Professional,2eac1fd8d204c017df671d443ee7ef64,Human Development | Social Sciences
Peace-builders II - Lesson Plan,Early Education | Lower Primary | Upper Primary | Lower Secondary | Upper Secondary | Undergraduate | Graduate | Professional,2eac1fd8d204c017df671d443eeac0da,Human Development | Politics & Government | Social Sciences
Peacebuilding Toolkit (Secondary),Lower Secondary | Upper Secondary,2eac1fd8d204c017df671d443eee3385,Human Development | Social Sciences
Peacebuilding Toolkit (Primary),Lower Primary | Upper Primary,2eac1fd8d204c017df671d443ef5f121,Human Development | Politics & Government | Social Sciences
Identifying Conflict Styles - Activities,Professional,2eac1fd8d204c017df671d443efffad3,Social Sciences
Dagnosing Medical Parasites: A Public Health Officers Guide to Assisting Laboratory and Medical Officers,Upper Secondary | Undergraduate | Graduate | Professional,2eacc461abb639be0ff526a388c38b91,Health & Medicine
Picture This Cards- Name It,Upper Primary | Lower Secondary,2f3d08f602168e5df29dd4f958807f94,Languages | Learning
Islamic 3rd SA,Lower Primary,2f866af429909ddbd406535706852a60,Religion
Caring for Goats,Early Education,2faafe275c05c4568385e2e582eaadda,Agriculture
Menstruation & Menstrual Cycle,Graduate,2fd2f29cd9da531851c129a35d576a3d,Health & Medicine
Environment & Women's Health,Graduate,2fd2f29cd9da531851c129a35d63569b,Health & Medicine
The Health Woman: A completre guide for all ages,Upper Secondary | Undergraduate | Graduate,2fd2f29cd9da531851c129a35d6739f3,Health & Medicine
Elly & Aargh!,All,30001,Environment
African Storybooks - A Hot Saturday,Lower Primary,301b47b5f6a98ef1054e4b716da77f0d,Literature
African Storybooks - Akai's Special Mat,Upper Primary,301b47b5f6a98ef1054e4b716db6e4a3,Literature
"African Storybooks - Anansi, Kunguru, Na Mamba",Upper Primary,301b47b5f6a98ef1054e4b716dc512be,Literature
7th Grade Health Standard,Lower Secondary,3037965c2de9e2915e2ad751cfcc4635,Health & Medicine
A Comprehensive School Health Approach to Achieve EFA,Early Education | Lower Primary | Upper Primary | Lower Secondary | Upper Secondary | Undergraduate | Graduate | Professional,3037965c2de9e2915e2ad751cfe047ef,Health & Medicine
Math Textbook Grade 10,Upper Secondary,3082266dabfe62bec6ec0f2e1cc61eb0,Math
Gacalisadaydaay Live at Eastleigh,Early Education,309138ac692bb474a0ee32571a96c6ba,Music
"Women, War & Peace: Afghan Women (Lesson)",Professional,322dd1cb900740e4a936bcad64af9a67,Social Sciences
How To Use Reference Books,All,324f53a8b1ee2b174ff6e72d3703684e,Reference
Ulysses,Upper Secondary,326b61c2ae2be1b31cb65891cb20d61a,Literature
Because I Am a Girl,Lower Secondary,326b61c2ae2be1b31cb65891cbbf1536,Human Development | Learning
Gender Equality- An Introduction,Upper Primary | Lower Secondary | Upper Secondary,326b61c2ae2be1b31cb65891cbd79ca4,Human Development | Learning
African Charter on the Rights of a Child,Graduate,3378cb0659f18bb2443ee4e3217df8d3,Human Development | Law | Politics & Government
Analyzing Conflict,Upper Secondary,3378cb0659f18bb2443ee4e32192b0c8,Human Development
Being Good Communicators,Upper Secondary,3378cb0659f18bb2443ee4e3219a758d,Human Development
Developing Empathy,Upper Secondary,3378cb0659f18bb2443ee4e321c0ccf6,Human Development
Plural Nouns Worksheet,Upper Primary,33a1ee93d02b2dabb3c593eb0aa0a50b,Learning
Practice Test- Grade 5,Upper Primary,33a1ee93d02b2dabb3c593eb0ab14dfe,Languages | Learning
Puzzle Stories,Lower Secondary | Upper Secondary,33a1ee93d02b2dabb3c593eb0ab67076,Languages | Learning
The Concise Oxford Dictionary of Current English,Undergraduate,3462584f73528ebafbe3a183fa9dfd60,Reference
Picture This Cards- Question Quiz,Upper Primary | Lower Secondary,34bd2a84da736b48cf6ab68b7c4f5015,Languages | Learning
Picture This Cards- Questions,Upper Primary | Lower Secondary,34bd2a84da736b48cf6ab68b7c53728d,Languages | Learning
Picture This Cards- Same and Different,Upper Primary | Lower Secondary,34bd2a84da736b48cf6ab68b7c5980c9,Languages | Learning
Picture This Cards- Simple Switches,Upper Primary | Lower Secondary,34bd2a84da736b48cf6ab68b7c62cdc2,Languages | Learning
Picture This Cards- Word Strings,Upper Primary | Lower Secondary,34bd2a84da736b48cf6ab68b7c659e99,Languages | Learning
Picture This Cards,Upper Primary | Lower Secondary,34bd2a84da736b48cf6ab68b7c68abd2,Languages | Learning
A Handful of Ash Discussion Questions,All,3506f94f074295ac0b041872ba71e706,Human Development
African Women Profiles Lashanda Holmes,Early Education,3587f911c64e7d1a2096955db7cab723,Human Development
African Women Profiles Majora Carter,Early Education,3587f911c64e7d1a2096955db7d904cb,Human Development
The Little Prince (chapters 22-25),Lower Primary,3621405bf2861103bd6735b22d022808,Literature
The Little Prince (chapters 26-27),Lower Primary,3621405bf2861103bd6735b22d06d813,Literature
The Republic of Plato,Upper Secondary,3621405bf2861103bd6735b22dcd70b2,Literature
Village Savings and Loan Associations (VSLA),Professional,36531c1af6be12fd93ad9674254dcaa0,Human Development
Savings Group Formation - Animators Guide,Professional,36531c1af6be12fd93ad967425ba1a77,Business and Finance | Human Development
Social Sciences 2nd SA,Lower Secondary,366213f248229f30cdbd7421873ceb77,Social Sciences
Warming Leads to Sea Levels Rising,Lower Secondary,36822dcf25a02c21ea7d149e872edb47,Environment
هانز وير قاموس باللغتين العربية والإنجليزية,Early Education,369ccd190d6dfba394409de26f4a2881,Languages
Math 2nd SA,Lower Primary,36b4cbc77a1fbcd0a8f92148cc623172,Math
The Jungle Book ,Lower Secondary,36e5eb87af2891dab1f6eaf16b24a5e2,Literature
Youth Empowerment Through Hip Hop,Early Education,36f80db8e53e383cead2054ff0187bf3,Human Development
5th Grade Health Standard,Upper Primary,388cbaeea81ffab2724a9148210af0d5,Health & Medicine
8th Grade Health Standard,Lower Secondary,388cbaeea81ffab2724a9148212af38a,Health & Medicine
A Manual on Hygiene Promotion,Early Education | Lower Primary | Upper Primary | Lower Secondary | Upper Secondary | Undergraduate | Graduate | Professional,388cbaeea81ffab2724a91482146a369,Health & Medicine
A Manual on School Sanitation and Hygiene,Professional,388cbaeea81ffab2724a9148214cef10,Health & Medicine
A participatory handbook for youth drug abuse prevention programmes,Early Education | Lower Primary | Upper Primary | Lower Secondary | Upper Secondary | Undergraduate | Graduate | Professional,388cbaeea81ffab2724a91482153e364,Health & Medicine
AIDS Help,Early Education | Lower Primary | Upper Primary | Lower Secondary | Upper Secondary | Undergraduate | Graduate | Professional,388cbaeea81ffab2724a9148218bc6f9,Health & Medicine
Alcohol-Screening Instrument,Early Education | Lower Primary | Upper Primary | Lower Secondary | Upper Secondary | Undergraduate | Graduate | Professional,388cbaeea81ffab2724a91482194b4f4,Health & Medicine
Assertive Messages,Lower Primary | Upper Primary | Lower Secondary | Upper Secondary | Undergraduate | Graduate | Professional,388cbaeea81ffab2724a914821ad797b,Health & Medicine
"Assessing Community Health Problems, Policies and Resources",Professional,388cbaeea81ffab2724a914821b4fac2,Health & Medicine
"Basic Questions and Answers about HIV, AIDS and STI",Lower Primary | Upper Primary | Lower Secondary | Upper Secondary | Undergraduate | Graduate | Professional,388cbaeea81ffab2724a914821e2fc1d,Health & Medicine
Best Practices of Non-Violent Conflict Resolution In and out-of-school,Professional,388cbaeea81ffab2724a914821feb003,Human Development
Breast Feeding Basics / Gundhigyada Naasnuujinta (Somali/English),A | l | l,3956130f521cedd6cd3fd4beb9cf2149,H | M | D |   | ( | H | e | a | l | t | h |   | & |   | M | e | d | i | c | i | n | e | )
Pumping and Storing Breast Milk / Bamgareynta/Lisida iyo Kaydinta Caanaha Naaska (Somali/English),A | l | l,3956130f521cedd6cd3fd4beb9f7e719,H | M | D |   | ( | H | e | a | l | t | h |   | & |   | M | e | d | i | c | i | n | e | )
Micronutrient Malnutrition Module Introduction,Undergraduate | Graduate,39741da14903274725a6a58d2d881af3,Food and Nutrition | Health & Medicine
Obstetric Abdominal Examination - Answers,Professional,39741da14903274725a6a58d2d963e70,Health & Medicine
Peace Education Program - Background Notes for Teachers,Professional,39741da14903274725a6a58d2da8581d,Learning
Peace Education Program - Overview of the Program,Professional,39741da14903274725a6a58d2dbb6cfa,Learning
Poetry of Langston Hughes,Lower Secondary | Upper Secondary,398bdb0ae430d82d945e9d3af0a1b8c7,Literature
Little Men,Upper Primary | Lower Secondary | Upper Secondary,398bdb0ae430d82d945e9d3af0afa998,Literature
Thunderbolt Kids- Natural Sciences and Technology- Teachers Guide- Grade 4B,Upper Primary,39b5ec6437df57f1e83b28b305833e3f,Science
Sister to Sister- Black women speak to young black women,Lower Secondary | Upper Secondary,3a05081ebbcea604df72d6417cd22331,Human Development
Mental Health Strategies for Refugee Children,Professional,3a162fea1d56beb7a4441a4a8018e5b0,Social Sciences
Youth and Conflict: Program Guidance,Professional,3a162fea1d56beb7a4441a4a801ea977,Social Sciences
UN Children in Armed Conflict: Working Paper,Professional,3a162fea1d56beb7a4441a4a802fcc7f,Social Sciences
Islamic 7th SA,Lower Secondary,3a2a9a18fe0c6d70078ac48d35e41baa,Religion
Africa Launches a Campaign to End Child Marriage Audio,Lower Secondary,3a2f51318e11d8c8eacb99cbf7139a7e,Learning
Basketmaker Teaches in Africa Audio,Lower Secondary,3a2f51318e11d8c8eacb99cbf7163453,Learning
Women War and Peace- Discussion Guide,Professional,3a33d3ac739322c2a9d762b5bc2fc5e8,Human Development
Annual Disaster Statistical Review,Professional,3a5ef59c016730ad5c290caede2055b3,Environment
African Storybooks - Why Hippos Have No Hair,Lower Primary | Upper Primary,3a6f9401d4f83b8f69e80091779cd8ba,Languages
Examination of a Pregnant Abdomen 1,Professional,3a6f9401d4f83b8f69e8009177b5674f,Health & Medicine
Reviewing basic addition and subtraction facts - Marble Math,Lower Primary,3b0f4c123d58f94270b3d20d461b634d,Math
More or Less,Lower Primary,3b0f4c123d58f94270b3d20d4621c88b,Math
"Ordering numbers - Number Mix Up, Fix Up",Lower Primary,3b0f4c123d58f94270b3d20d462c297a,Math
Identifying odd and even numbers - Odd 'n Even,Lower Primary,3b0f4c123d58f94270b3d20d4632824d,Math
Determining place values - Place Values,Lower Primary,3b0f4c123d58f94270b3d20d463994da,Math
Identifying units of measurement - Robot Buffet,Lower Primary,3b0f4c123d58f94270b3d20d4644fd61,Math
Two digit addition and subtraction – Get the Pot of Gold,Lower Primary,3b0f4c123d58f94270b3d20d4697fc26,Math
Solving subtraction problems - Mort's Stomachache,Lower Primary,3b0f4c123d58f94270b3d20d46a13060,Math
Telling time on a clock - Time After Time,Lower Primary,3b0f4c123d58f94270b3d20d46a37990,Math
Telling time - What's the Time?,Lower Primary,3b0f4c123d58f94270b3d20d46a7a1d3,Math
Leather and Meat Without Animals (Video Transcript),Lower Secondary,3ccfeb0a97e1a28c0ecee303e6ba5c6e,Learning
Somali Political Cartoonist Amin Amir ,All,3d14022200d84378ee183431499648d0,Human Development
Because I Am a Girl: A Year of Action and Innovation (English),Professional,3d99828b14383527f0920a79ade7478c,Social Sciences
CK-12 Introduction to Environmental Science,Lower Secondary,3e5c283e153285ec01abeb9aaa24d8d1,Science
Music: The Beatles - With A Little Help From My Friends,Upper Secondary,3e5c283e153285ec01abeb9aaad63c76,Music
The Poetical Works of the Late Mrs. Mary Robinson,Lower Secondary,3e68a3f9411da44839c9f3d861b5cf49,Literature
Peace Education Program - Teacher Training Manual 2,Undergraduate | Graduate | Professional,3e9adc7588d70f84e9fd248b9c0315c6,Human Development | Learning
Trainer's Manual Risk Management,Undergraduate | Graduate | Professional,3ec11b4b0d491ef8e45012eaee2b2f8a,Business and Finance
Exercise 2.2 Case Analysis,Undergraduate | Graduate | Professional,3ec11b4b0d491ef8e45012eaee4ad865,Business and Finance
Identifying greater than and less than – Greater or less,Lower Primary,3ec11b4b0d491ef8e45012eaeef13529,Math
Climate Change,Upper Secondary | Undergraduate | Graduate,3fc1d1bc8fe80188bb645939cb159cc6,Environment
Mayday Audio 5,Lower Secondary,3fc1d1bc8fe80188bb645939cb1912de,Learning
Human Body - Syllabus and Overview,Upper Primary,3fd5a99bac1753a7e695da126e0241ee,Science
Properties of Matter - Lesson 1,Upper Primary,3fd5a99bac1753a7e695da126e920ca0,Science
Properties of Matter - Lesson 2,Upper Primary,3fd5a99bac1753a7e695da126ea4abae,Science
BeLL User Guide 07 - Create a Course,Professional,4032acc3450e6b242ce3b67485c1b529,Technology
BeLL User Guide 09 - Generating Activity Reports,Professional,4032acc3450e6b242ce3b67485c7d9eb,Technology
African Storybooks - A Trip to Zanzibar,Lower Primary,4039f2c0bbfc0279eedb7b81a3842ce3,Literature
African Storybooks - Anansi and Turtle,Upper Primary,4039f2c0bbfc0279eedb7b81a395574f,Literature
African Storybooks - Anansi Na Kasa,Lower Primary | Upper Primary,4039f2c0bbfc0279eedb7b81a3a3fdfa,Literature
African Storybooks - Children of Wax,Lower Primary,4039f2c0bbfc0279eedb7b81a3b3571c,Literature
African Storybooks - Cooking,Lower Primary,4039f2c0bbfc0279eedb7b81a3b78f35,Literature
African Storybooks - Dima and Owl,Lower Primary,4039f2c0bbfc0279eedb7b81a3c70955,Literature
African Storybooks - Goso the Teacher,Lower Primary,4039f2c0bbfc0279eedb7b81a3d5f804,Literature
African Storybooks - Hen and Eagle,Lower Primary,4039f2c0bbfc0279eedb7b81a3e21ea0,Literature
African Storybooks - Hungry Jackal and the Sour Grapes,Lower Primary,4039f2c0bbfc0279eedb7b81a3ed5fdd,Literature
"African Storybooks - Katitu Momambo, the Clever Little Girl",Lower Primary,4039f2c0bbfc0279eedb7b81a3fd09ca,Literature
Kids Rap - Conflict Resolution,Lower Primary,403aba91355c255ec86fd68ec49c6bec,Agriculture
Jane Eyre,Upper Secondary,403aba91355c255ec86fd68ec4d5b1d6,bell_literature
The Wonderful Wizard of Oz,Upper Primary,404e89862e837c5b08927481936d6168,Agriculture
First Step Reading 3 - Ight Sound,Lower Primary,404e89862e837c5b08927481938f90cd,Learning
First Step Reading 6 - Ood Oon Sounds,Early Education | Lower Primary,404e89862e837c5b0892748193a16207,bell_learning
First Step Reading 9,Early Education | Lower Primary,404e89862e837c5b0892748193b2e1b2,bell_learning
"First Step Reading 12 - Long Vowel U, Long Vowel Beginning",Lower Primary,404e89862e837c5b0892748193bff758,Languages | Learning
First Step Reading 14,Lower Primary,404e89862e837c5b0892748193c7304c,Learning
First Step Reading 15,Lower Primary,404e89862e837c5b0892748193cb04c3,Learning
Measurement - Lesson 2,Upper Primary,405601d56315d3aaee424f9a53ac00c3,Math
Measurement - Lesson 3,Upper Primary,405601d56315d3aaee424f9a53b2e9b0,Math
Measurements,Upper Primary,405601d56315d3aaee424f9a53bb1c76,Math
Trainers Manual for Community Owned Resource Persons,Professional,405601d56315d3aaee424f9a53f1d4db,Health & Medicine
Science 2nd SA,Lower Primary,407e41927fde12de766dcbca5ac2c5b4,Science
English Out There- Beginner,Lower Primary | Upper Primary | Lower Secondary,415cc595b39af956570af4efd0dc6210,Languages | Learning
مضخة الصوديوم والبوتاسيوم,Upper Primary | Lower Secondary | Upper Secondary,417a54f3db1610bb29d22bc74e0019d9,Science
تصحيح مضخة الصوديوم والبوتاسيوم,Lower Secondary | Upper Secondary,417a54f3db1610bb29d22bc74e001df5,Science
الجهد الفعلى والكهربائي,Upper Secondary | Undergraduate,417a54f3db1610bb29d22bc74e0026f2,Science
التوصيل القفزي,Lower Secondary | Upper Secondary,417a54f3db1610bb29d22bc74e002798,Science
التشابك العصبي,Lower Secondary | Upper Secondary,417a54f3db1610bb29d22bc74e0033b7,Science
الميوسين والأكتين,Lower Secondary | Upper Secondary,417a54f3db1610bb29d22bc74e0035e6,Science
التروبنين والتروبوميوسين,Lower Secondary | Upper Secondary,417a54f3db1610bb29d22bc74e003dc9,Science
دور الشبكة البلازمية في الخلية العضلية,Lower Secondary | Upper Secondary,417a54f3db1610bb29d22bc74e004691,Science
الخلية العضلية,Lower Secondary | Upper Secondary,417a54f3db1610bb29d22bc74e004728,Science
الكلية ووحدة الانبوبة الكلوية,Lower Secondary | Upper Secondary,417a54f3db1610bb29d22bc74e004de5,Science
النقل النشط الثانوي في وحدة الانبوبة الكلوية,Lower Secondary | Upper Secondary,417a54f3db1610bb29d22bc74e00596d,Science
دور الخلايا البالعة في الجهاز المناعي الغير متخصص,Lower Secondary | Upper Secondary,417a54f3db1610bb29d22bc74e0063ef,Science
أنواع الاستجابة المناعية,Lower Secondary | Upper Secondary,417a54f3db1610bb29d22bc74e00663d,Science
B الخلايا الليمفاوية,Lower Secondary | Upper Secondary,417a54f3db1610bb29d22bc74e006ff2,Science
الانتجين المتخصص,Lower Secondary | Upper Secondary,417a54f3db1610bb29d22bc74e007034,Science
المساعدة T خلايا,Lower Secondary | Upper Secondary,417a54f3db1610bb29d22bc74e007494,Science
السامة T خلايا,Lower Secondary | Upper Secondary,417a54f3db1610bb29d22bc74e007fa6,Science
الخلايا البلازمية والخلايا المساعدة,Lower Secondary | Upper Secondary,417a54f3db1610bb29d22bc74e008251,Science
الاستجابة الالتهابية,Lower Secondary | Upper Secondary,417a54f3db1610bb29d22bc74e008429,Science
Managing Multicultural Teams,R | a | n | g | e,41d459f2e2815471670b3690860a66f8,S | O | C |   | ( | S | o | c | i | a | l |   | S | c | i | e | n | c | e | s | )
Spanish Verb List,R | a | n | g | e,41d459f2e2815471670b369086192782,L | A | N |   | ( | L | a | n | g | u | a | g | e | s | )
Health Education for Developing Countries Part I: Handbook_2014,Professional,427ec205e17e18ee956af26d55cdf827,Health & Medicine
Health Education for Developing Countries Part II: Illustrations_2014,Professional,427ec205e17e18ee956af26d55d41d5e,Health & Medicine
"Walden; or, Life in the Woods (1854)",Undergraduate,43564bb5449e5b103c4bbbed044ac055,Literature
How Technology Allowed Me to Read,Professional,4419cba8da91e1124a1ec53c7744ca7c,Technology
Financial Management Module Slides,Professional,44684522ba5e72db188bc66b7cc041a7,Business and Finance
Exercise 3.3 Financial Statement Relationships,Undergraduate | Graduate | Professional,44684522ba5e72db188bc66b7ceb6139,Business and Finance
Exercise 3.4 Calculation of ratios,Undergraduate | Graduate | Professional,44684522ba5e72db188bc66b7cf0a3ee,Business and Finance
Exercise 3.5 Ratios and Trends,Undergraduate | Graduate | Professional,44684522ba5e72db188bc66b7cf3f2ea,Business and Finance
Exercise 3.6 Sensitivity Analysis,Professional,44684522ba5e72db188bc66b7cf75ae3,Business and Finance
OLE Ghana Module 2: Dairy Products,Upper Secondary,4477892a669d915f447a4c7baabda405,Agriculture
Music: Queen Greatest Hits (Full Album),Professional,4477892a669d915f447a4c7baaf38133,Music
Libyan Curriculum: Religion and Morality (Levels 7-9),Upper Primary | Lower Secondary,44e8311966ea4534a22b62be34338548,Religion
Libyan Curriculum: Social Studies (Levels 1-6),Lower Primary | Upper Primary,44e8311966ea4534a22b62be346dead5,Social Sciences
Algebra Explorations ,Early Education | Lower Primary | Upper Primary | Lower Secondary,4520b3fff6601c1fa877240acc001492,Math
Basic Algebra,Lower Secondary,4520b3fff6601c1fa877240acc001714,Math
Basic Algebra Concepts,Lower Secondary,4520b3fff6601c1fa877240acc001b48,Math
Algebra I,Lower Secondary,4520b3fff6601c1fa877240acc002562,Math
Algebra 1 - Teacher's Edition,Lower Secondary,4520b3fff6601c1fa877240acc002fc6,Math
Algebra II,Lower Secondary,4520b3fff6601c1fa877240acc003977,Math
Basic Geometry,Lower Secondary,4520b3fff6601c1fa877240acc004855,Math
Basic Geometry - Teacher's Edition,Lower Secondary,4520b3fff6601c1fa877240acc004970,Math
Basic Geometry Concepts,Lower Secondary,4520b3fff6601c1fa877240acc005023,Math
CK-12 Geometry,Lower Secondary,4520b3fff6601c1fa877240acc005423,Math
CK- 12 Geometry - Teacher's Edition,Lower Secondary,4520b3fff6601c1fa877240acc005c71,Math
Trigonometry Concepts,Upper Secondary | Undergraduate,4520b3fff6601c1fa877240acc006279,Math
Trigonometry,Upper Secondary | Undergraduate,4520b3fff6601c1fa877240acc006869,Math
Trigonometry - Teacher's Edition,Upper Secondary | Undergraduate,4520b3fff6601c1fa877240acc007834,Math
Basic Probability and Statistics,Upper Secondary | Undergraduate,4520b3fff6601c1fa877240acc007cc3,Math
Basic Probability and Statistics Concepts,Lower Secondary | Upper Secondary,4520b3fff6601c1fa877240acc008a95,Math
Introducción a las fracciones equivalentes,Lower Primary,4520b3fff6601c1fa877240acc0097b2,Math
Advanced Probability and Statistics Concepts,Upper Primary | Lower Secondary,4520b3fff6601c1fa877240acc00989c,Math
Sumas y Restas Basicas 01 - Introduccion a la suma,Lower Primary,4520b3fff6601c1fa877240acc009eea,Math
Advanced Probability and Statistics,Upper Secondary | Undergraduate,4520b3fff6601c1fa877240acc00a759,Math
Sumas y Restas Basicas 02 - Introduccion a la resta,Lower Primary,4520b3fff6601c1fa877240acc00af66,Math
Advanced Probability and Statistics - Teacher's Edition,Undergraduate | Graduate,4520b3fff6601c1fa877240acc00bf42,Math
Sumas y Restas Basicas 03 - Sumar y restar piezas de fruta,Lower Primary,4520b3fff6601c1fa877240acc00c9fd,Math
CK- 12 Calculus,Graduate,4520b3fff6601c1fa877240acc00d8e0,Math
Calculus - Teacher's Edition,Undergraduate | Graduate,4520b3fff6601c1fa877240acc00e5d1,Math
Sumas y Restas Basicas 04 - Juntando 5,Lower Primary,4520b3fff6601c1fa877240acc00edd2,Math
Basic Physics,Lower Secondary | Upper Secondary | Undergraduate,4520b3fff6601c1fa877240acc00f0e4,Math
Sumas y Restas Basicas 05 - Llegando hasta 10 llenando cajas,Lower Primary,4520b3fff6601c1fa877240acc00f6b9,Math
Physics Concepts,Upper Secondary | Undergraduate,4520b3fff6601c1fa877240acc010107,Science
Physics - From Stargazers to Starships,Upper Secondary | Undergraduate,4520b3fff6601c1fa877240acc010bd3,Science
Sumas y Restas Basicas 06 - Sumando hasta 10,Lower Primary,4520b3fff6601c1fa877240acc011481,Math
CK-12 21st Century Physics - A Compilation of Contemporary and Emerging Technologies,Graduate,4520b3fff6601c1fa877240acc011ef1,Science
Chemistry,Lower Secondary | Upper Secondary | Undergraduate,4520b3fff6601c1fa877240acc012be8,Science
Chemistry - Teacher's Edition,Lower Secondary | Upper Secondary | Undergraduate,4520b3fff6601c1fa877240acc01303c,Science
Chemistry - Labs and Demos,Lower Secondary | Upper Secondary | Undergraduate,4520b3fff6601c1fa877240acc0132c4,Science
Sumar y Restar 01 - Introduccion a la suma y resta - Sumas basicas,Lower Primary,4520b3fff6601c1fa877240acc014567,Math
CK-12 Biology,Upper Secondary,4520b3fff6601c1fa877240acc014769,Science
Biology Workbook,Lower Secondary | Upper Secondary,4520b3fff6601c1fa877240acc014909,Science
Sumar y Restar 02 - Introduccion a la suma y resta - Restas basicas,Lower Primary,4520b3fff6601c1fa877240acc015362,Math
CK-12 Biology - Teacher's Edition,Upper Secondary,4520b3fff6601c1fa877240acc01621f,Science
Sumar y Restar 03 - Sumando numeros de dos digitos sin llevada,Lower Primary,4520b3fff6601c1fa877240acc01640a,Math
CK-12 Life Science for Middle School,Lower Secondary,4520b3fff6601c1fa877240acc01717d,Science
CK-12 Earth Science Concepts,Upper Secondary,4520b3fff6601c1fa877240acc017b4b,Science
CK-12 Earth Science Middle School,Upper Primary | Lower Secondary | Upper Secondary,4520b3fff6601c1fa877240acc0183f0,Science
Sumar y Restar 04 - Restas 2,Lower Primary,4520b3fff6601c1fa877240acc01886c,Math
