_id,kind,_rev,articleDate,author,Tag,uploadDate,openWith,title,subject,language,Level,averageRating
4520b3fff6601c1fa877240acc0a3815,Resource,7-9b7858efc4f806753298075a6e7acb5d,2015-05-22T04:00:00.000Z,Office on Women's Health,"[u'2cb04e36e7836460c98d481f7e9a5076', u'2cb04e36e7836460c98d481f7e432192', u'2cb04e36e7836460c98d481f7e91315b', u'2cb04e36e7836460c98d481f7ea6dfd8', u'01e0dd79c13b3f781de91b3f1e51839e', u'41d96d20b4c87ffd1545b6d45702290d', u'41d96d20b4c87ffd1545b6d4570260d0', u'2cb04e36e7836460c98d481f7eb5283a']",2015-05-22T04:00:00.000Z,PDF.js,Female Genital Cutting,[u'Health & Medicine'],English,"[u'Undergraduate', u'Graduate', u'Professional']",
4520b3fff6601c1fa877240acc0a41ce,Resource,7-bc837ec16174552c3c613714471a3eef,2015-05-22T04:00:00.000Z,Office on Women's Health,"[u'2cb04e36e7836460c98d481f7e432192', u'2cb04e36e7836460c98d481f7e91315b', u'2cb04e36e7836460c98d481f7ea6dfd8', u'01e0dd79c13b3f781de91b3f1e51839e', u'41d96d20b4c87ffd1545b6d45702290d', u'41d96d20b4c87ffd1545b6d4570260d0', u'2cb04e36e7836460c98d481f7eb5283a']",2015-05-22T04:00:00.000Z,PDF.js,Female Genital Cutting Health Snapshot,[u'Health & Medicine'],Spanish,"[u'Upper Secondary', u'Undergraduate', u'Graduate', u'Professional']",
4520b3fff6601c1fa877240acc0a467e,Resource,4-3b4011da0f5f2d077dbb97848b9c25e7,2015-05-22T04:00:00.000Z,,"[u'6139f2806e3fe840133b2fbc422ca1e7', u'845ca5617e959d8a09839f5ccac74793']",2015-05-22T04:00:00.000Z,PDF.js,Introduction to Bookkeeping,[u'Business and Finance'],English,"[u'Lower Secondary', u'Upper Secondary']",
4520b3fff6601c1fa877240acc0c19d5,Resource,6-693b05193413b83b239db664c32aa503,2015-05-26T04:00:00.000Z,Department of Health,"[u'2cb04e36e7836460c98d481f7e432192', u'2cb04e36e7836460c98d481f7e91315b', u'2cb04e36e7836460c98d481f7ea6dfd8', u'01e0dd79c13b3f781de91b3f1e51839e', u'41d96d20b4c87ffd1545b6d45702290d', u'41d96d20b4c87ffd1545b6d4570260d0', u'2cb04e36e7836460c98d481f7eb5283a']",2015-05-26T04:00:00.000Z,PDF.js,More Information about Female Genital Mutilation,[u'Health & Medicine'],English,"[u'Upper Secondary', u'Undergraduate', u'Graduate', u'Professional']",
4520b3fff6601c1fa877240acc0c262f,Resource,6-2eacc308b218848a8641a24dab822a4a,2015-05-26T04:00:00.000Z,Department of Health,"[u'2cb04e36e7836460c98d481f7e432192', u'2cb04e36e7836460c98d481f7e91315b', u'2cb04e36e7836460c98d481f7ea6dfd8', u'01e0dd79c13b3f781de91b3f1e51839e', u'41d96d20b4c87ffd1545b6d4570260d0', u'2cb04e36e7836460c98d481f7eb5283a']",2015-05-26T04:00:00.000Z,PDF.js,More Information about Female Genital Mutilation - Swahili,[u'Health & Medicine'],Swahili,[u'Professional'],
4520b3fff6601c1fa877240acc0c3aeb,Resource,6-a2ab387200c3bb36713472153ff5fc79,2015-05-28T04:00:00.000Z,Mark Twain,"[u'2cb04e36e7836460c98d481f7e9a5076', u'0fcf245af7ca2d6d14c9f967bf36e3fc']",2015-05-28T04:00:00.000Z,PDF.js,El forastero misterioso,[u'Literature'],Spanish,[u'Professional'],
4520b3fff6601c1fa877240acc0c4479,Resource,5-a3f51a17790489e4198873f94cff0a7d,2015-05-28T04:00:00.000Z,Mark Twain,"[u'2cb04e36e7836460c98d481f7e9a5076', u'0fcf245af7ca2d6d14c9f967bf36e3fc']",2015-05-28T04:00:00.000Z,PDF.js,Las aventuras de Huckleberry Finn,[u'Literature'],Spanish,[u'Professional'],
4520b3fff6601c1fa877240acc0c53f3,Resource,5-2b52018badd69a84d029f8127104c4fe,2015-05-28T04:00:00.000Z,Mark Twain,"[u'2cb04e36e7836460c98d481f7e9a5076', u'0fcf245af7ca2d6d14c9f967bf36e3fc']",2015-05-28T04:00:00.000Z,PDF.js,Las aventuras de Tom Sawyer,[u'Literature'],Spanish,[u'Professional'],
4520b3fff6601c1fa877240acc0c63bc,Resource,6-43c54c142f236b66f8f09c8ae836d74c,2015-05-28T04:00:00.000Z,Mark Twain,"[u'2cb04e36e7836460c98d481f7e9a5076', u'0fcf245af7ca2d6d14c9f967bf36e3fc', u'2cb04e36e7836460c98d481f7e76ae44']",2015-05-28T04:00:00.000Z,PDF.js,Un yanki en la corte del Rey Arturo,[u'Literature'],Spanish,[u'Professional'],
4520b3fff6601c1fa877240acc0c8b71,Resource,3-e28b2ec89836786312fe18c3c7598b1c,2015-05-29T04:00:00.000Z,Jessica Pierce,"[u'c3c7a6ef326355af3985ac8ff13e8fd7', u'a81ae01d69d51a2e7e1e2513bae74e38', u'41d96d20b4c87ffd1545b6d457029c25']",2015-05-29T04:00:00.000Z,Flow Video Player,How to Find and Use Snipping Tool,[u'Technology'],English,"[u'Early Education', u'Lower Primary', u'Upper Primary', u'Lower Secondary', u'Upper Secondary', u'Undergraduate', u'Graduate', u'Professional']",
4520b3fff6601c1fa877240acc0cc8de,Resource,5-9a4680790f50568d923dfc72e1e1099c,2015-05-29T04:00:00.000Z,Save the Children,"[u'41d96d20b4c87ffd1545b6d4570222ca', u'cc11a4c42d45448a3448193899ff7631', u'bcc3e762cbc7f67f63f87b589cbc215b', u'2cb04e36e7836460c98d481f7e91315b', u'2cb04e36e7836460c98d481f7e8777e2', u'41d96d20b4c87ffd1545b6d457024ec8', u'44684522ba5e72db188bc66b7c596b56', u'6139f2806e3fe840133b2fbc426bec26', u'cc11a4c42d45448a344819389963334d', u'77c4601c1c17bbd44758f62fda1c78d9', u'e4afd2cbeddad97077638e24932cf7e7', u'41d96d20b4c87ffd1545b6d4570241bf', u'cc11a4c42d45448a3448193899aad8f7', u'85110e74359a7daa76e5aa3d442d10fd', u'845ca5617e959d8a09839f5ccaab9e91', u'01e0dd79c13b3f781de91b3f1e51839e', u'cc11a4c42d45448a3448193899747666']",2015-05-29T04:00:00.000Z,PDF.js,جلسات توعية حول حماية الطفل,[u'Health & Medicine'],Arabic,[u'Professional'],
4520b3fff6601c1fa877240acc0cd2a2,Resource,7-2be2ff49f2ce4531b6ae0adc1bd85913,2015-05-29T04:00:00.000Z,Save the Children,"[u'44684522ba5e72db188bc66b7c596b56', u'cc11a4c42d45448a344819389963334d', u'77c4601c1c17bbd44758f62fda1c78d9', u'e4afd2cbeddad97077638e24932cf7e7', u'41d96d20b4c87ffd1545b6d4570241bf', u'cc11a4c42d45448a3448193899aad8f7', u'85110e74359a7daa76e5aa3d442d10fd', u'2cb04e36e7836460c98d481f7ed2e6a3', u'6025c9673e2de7a5f835836e982dc053', u'845ca5617e959d8a09839f5ccaab9e91', u'2cb04e36e7836460c98d481f7ed34459', u'01e0dd79c13b3f781de91b3f1e51839e', u'2cb04e36e7836460c98d481f7eb778a5', u'cc11a4c42d45448a3448193899747666']",2015-05-29T04:00:00.000Z,PDF.js,عشر نصائح لحماية الطفل في  فترة الازمات ,[u'Social Sciences'],Arabic,[u'Professional'],
4520b3fff6601c1fa877240acc0cdb06,Resource,5-a9c4f47ffbe5bcbe8100d586106b5175,2015-05-29T04:00:00.000Z,Save the Children,"[u'44684522ba5e72db188bc66b7c596b56', u'6139f2806e3fe840133b2fbc426bec26', u'cc11a4c42d45448a344819389963334d', u'77c4601c1c17bbd44758f62fda1c78d9', u'e4afd2cbeddad97077638e24932cf7e7', u'41d96d20b4c87ffd1545b6d4570241bf', u'2cb04e36e7836460c98d481f7e91780b', u'cc11a4c42d45448a3448193899aad8f7', u'85110e74359a7daa76e5aa3d442d10fd', u'2cb04e36e7836460c98d481f7ed2e6a3', u'845ca5617e959d8a09839f5ccaab9e91', u'01e0dd79c13b3f781de91b3f1e5170ea', u'2cb04e36e7836460c98d481f7ed34459', u'01e0dd79c13b3f781de91b3f1e51839e', u'2cb04e36e7836460c98d481f7eb778a5', u'cc11a4c42d45448a3448193899747666']",2015-05-29T04:00:00.000Z,PDF.js,عشر نصائح لحماية الطفل إثناء فترة الأزمات ,[u'Social Sciences'],Arabic,[u'Professional'],
4520b3fff6601c1fa877240acc0cddd3,Resource,5-866aaa9f5907870087078cf4a3b331ac,2015-05-29T04:00:00.000Z,Save the Children,"[u'44684522ba5e72db188bc66b7c596b56', u'6139f2806e3fe840133b2fbc426bec26', u'cc11a4c42d45448a344819389963334d', u'77c4601c1c17bbd44758f62fda1c78d9', u'e4afd2cbeddad97077638e24932cf7e7', u'41d96d20b4c87ffd1545b6d4570241bf', u'2cb04e36e7836460c98d481f7e91780b', u'cc11a4c42d45448a3448193899aad8f7', u'85110e74359a7daa76e5aa3d442d10fd', u'2cb04e36e7836460c98d481f7ed2e6a3', u'6025c9673e2de7a5f835836e982dc053', u'845ca5617e959d8a09839f5ccaab9e91', u'01e0dd79c13b3f781de91b3f1e5170ea', u'2cb04e36e7836460c98d481f7ed34459', u'01e0dd79c13b3f781de91b3f1e51839e', u'2cb04e36e7836460c98d481f7eb778a5', u'cc11a4c42d45448a3448193899747666']",2015-05-29T04:00:00.000Z,PDF.js,الاصغاء التعلم التصرف - العنف ضد الأطفال في المنزل و في المجتمع - الوقاية منه و التحرك بشانه,[u'Social Sciences'],Arabic,[u'Professional'],
4520b3fff6601c1fa877240acc0ce3d5,Resource,5-53e002d368c3b6437ae3d5b1c7b541f1,2015-05-29T04:00:00.000Z,Save the Children,"[u'cc11a4c42d45448a3448193899ff7631', u'6139f2806e3fe840133b2fbc426bec26', u'cc11a4c42d45448a344819389963334d', u'77c4601c1c17bbd44758f62fda1c78d9', u'e4afd2cbeddad97077638e24932cf7e7', u'41d96d20b4c87ffd1545b6d4570241bf', u'2cb04e36e7836460c98d481f7e91780b', u'cc11a4c42d45448a3448193899aad8f7', u'85110e74359a7daa76e5aa3d442d10fd', u'2cb04e36e7836460c98d481f7ed2e6a3', u'6025c9673e2de7a5f835836e982dc053', u'845ca5617e959d8a09839f5ccaab9e91', u'2cb04e36e7836460c98d481f7ed34459', u'01e0dd79c13b3f781de91b3f1e51839e', u'cc11a4c42d45448a3448193899747666']",2015-05-29T04:00:00.000Z,PDF.js,دليل التدريب - لاعداد أفلام الرسوم المتحركة,[u'Social Sciences'],Arabic,[u'Professional'],
4520b3fff6601c1fa877240acc0cf106,Resource,5-c8dd9621216c3f374f96961a71c9ecf6,2015-05-29T04:00:00.000Z,Save the Children,"[u'cc11a4c42d45448a3448193899ff7631', u'2cb04e36e7836460c98d481f7e8777e2', u'6025c9673e2de7a5f835836e982dc053', u'845ca5617e959d8a09839f5ccaab9e91', u'01e0dd79c13b3f781de91b3f1e51839e', u'cc11a4c42d45448a3448193899747666']",2015-05-29T04:00:00.000Z,PDF.js,دراسات استقصائية بشأن المعارف و المواقف و الممارسات المتعلقة بحماية الطفل,[u'Social Sciences'],Arabic,[u'Professional'],
4520b3fff6601c1fa877240acc0cfcd0,Resource,5-d93384cd7f13f20a11c6d19c7958374d,2015-05-29T04:00:00.000Z,Save the Children,"[u'2cb04e36e7836460c98d481f7e81309b', u'cc11a4c42d45448a3448193899ff7631', u'2cb04e36e7836460c98d481f7e498eb2', u'cc11a4c42d45448a3448193899b21d07', u'2cb04e36e7836460c98d481f7e496925', u'c4ca60dd383b9b41ef7cb8ab015dfcc4', u'e5167174593c2dc72883d35579cbdfa6', u'2cb04e36e7836460c98d481f7e76ae44', u'e4ac6c679db7517a6df5a25372002a84', u'bcc3e762cbc7f67f63f87b589cb5b5b3', u'e4afd2cbeddad97077638e24932cf7e7', u'41d96d20b4c87ffd1545b6d4570241bf', u'2cb04e36e7836460c98d481f7e91780b', u'cc11a4c42d45448a3448193899aad8f7', u'85110e74359a7daa76e5aa3d442d10fd', u'845ca5617e959d8a09839f5ccaab9e91', u'cc11a4c42d45448a3448193899747666']",2015-05-29T04:00:00.000Z,PDF.js,عملية جمع البيانات بقيادة الأطفال,[u'Social Sciences'],Arabic,[u'Professional'],
4520b3fff6601c1fa877240acc0d105f,Resource,5-d2ab8e62bab1a44e66ecb7a0e363339a,2015-05-29T04:00:00.000Z,Save the Children,"[u'41d96d20b4c87ffd1545b6d4570222ca', u'2cb04e36e7836460c98d481f7e81309b', u'cc11a4c42d45448a3448193899ff7631', u'e5167174593c2dc72883d35579cbdfa6', u'6139f2806e3fe840133b2fbc426bec26', u'cc11a4c42d45448a344819389963334d', u'77c4601c1c17bbd44758f62fda1c78d9', u'bcc3e762cbc7f67f63f87b589cb5b5b3', u'e4afd2cbeddad97077638e24932cf7e7', u'2cb04e36e7836460c98d481f7e91780b', u'cc11a4c42d45448a3448193899aad8f7', u'85110e74359a7daa76e5aa3d442d10fd', u'edcf89fe3a15bde17df67226d83d2d97', u'e3a3139772c138b25b64b7b9f5661dbf', u'6025c9673e2de7a5f835836e982dc053', u'845ca5617e959d8a09839f5ccaab9e91', u'cc11a4c42d45448a3448193899747666']",2015-05-29T04:00:00.000Z,PDF.js,ميثاق الطفل خطة عمل الحد من مخاطر الكوارث للاطفال بواسطة الأطفال,[u'Social Sciences'],Arabic,[u'Professional'],
4520b3fff6601c1fa877240acc0d2ac6,Resource,5-ac3868bd1f326f99c1966bc274033adb,2015-05-29T04:00:00.000Z,Save the Children,"[u'41d96d20b4c87ffd1545b6d4570222ca', u'2cb04e36e7836460c98d481f7e81309b', u'cc11a4c42d45448a3448193899ff7631', u'2cb04e36e7836460c98d481f7e498eb2', u'845ca5617e959d8a09839f5cca7f038b', u'2cb04e36e7836460c98d481f7e496925', u'c4ca60dd383b9b41ef7cb8ab015dfcc4', u'cc11a4c42d45448a3448193899747666']",2015-05-29T04:00:00.000Z,PDF.js,استر إتيجيات مجتمعية للتشجيع على معرفة القرائة,[u'Learning'],Arabic,[u'Professional'],
4520b3fff6601c1fa877240acc0d3532,Resource,5-ce4956b902808bc9ab0b9b932c8dafa6,2015-05-29T04:00:00.000Z,Save the Children,"[u'41d96d20b4c87ffd1545b6d4570222ca', u'2cb04e36e7836460c98d481f7e81309b', u'cc11a4c42d45448a344819389963334d', u'77c4601c1c17bbd44758f62fda1c78d9', u'e4afd2cbeddad97077638e24932cf7e7', u'2cb04e36e7836460c98d481f7e91780b', u'cc11a4c42d45448a3448193899aad8f7', u'2cb04e36e7836460c98d481f7ed2e6a3', u'01e0dd79c13b3f781de91b3f1e5170ea', u'2cb04e36e7836460c98d481f7ed34459', u'01e0dd79c13b3f781de91b3f1e51839e', u'2cb04e36e7836460c98d481f7eb778a5', u'41d96d20b4c87ffd1545b6d45702290d', u'cc11a4c42d45448a3448193899747666']",2015-05-29T04:00:00.000Z,PDF.js,دليل تنسيق تداخلات العنف القائم على النوع الأجتماعي في الأوضاع الأنسانية,[u'Social Sciences'],Arabic,[u'Professional'],
4520b3fff6601c1fa877240acc0d354a,Resource,5-68e2209338453215e6d1efaad0e4ad3e,2015-05-29T04:00:00.000Z,Save the Children,"[u'41d96d20b4c87ffd1545b6d4570222ca', u'cc11a4c42d45448a3448193899ff7631', u'e4afd2cbeddad97077638e24932cf7e7', u'2cb04e36e7836460c98d481f7ed2e6a3', u'845ca5617e959d8a09839f5ccaab9e91', u'01e0dd79c13b3f781de91b3f1e5170ea', u'2cb04e36e7836460c98d481f7ed34459', u'01e0dd79c13b3f781de91b3f1e51839e', u'cc11a4c42d45448a3448193899747666']",2015-05-29T04:00:00.000Z,PDF.js,دليل الطوارى للاهالي من أجل سلامة الأطفال ,[u'Social Sciences'],Arabic,[u'Professional'],
4520b3fff6601c1fa877240acc0d438e,Resource,5-9311219e7eb12fe09f9daf26dc138d85,2015-05-29T04:00:00.000Z,Save the Children,"[u'41d96d20b4c87ffd1545b6d4570222ca', u'2cb04e36e7836460c98d481f7e81309b', u'cc11a4c42d45448a3448193899ff7631', u'2cb04e36e7836460c98d481f7e496925', u'c4ca60dd383b9b41ef7cb8ab015dfcc4', u'cc11a4c42d45448a3448193899747666']",2015-05-29T04:00:00.000Z,PDF.js,لنعمل معا,[u'Learning'],Arabic,[u'Professional'],
4520b3fff6601c1fa877240acc0d5e3f,Resource,5-024a987f2a42ac23a2268824c274c28a,2015-05-29T04:00:00.000Z,Save the Children,"[u'41d96d20b4c87ffd1545b6d4570222ca', u'2cb04e36e7836460c98d481f7e81309b', u'cc11a4c42d45448a3448193899ff7631', u'2cb04e36e7836460c98d481f7e498eb2', u'cc11a4c42d45448a3448193899b1f1ef', u'cc11a4c42d45448a3448193899b21d07', u'2cb04e36e7836460c98d481f7e496925', u'2cb04e36e7836460c98d481f7e8777e2', u'c4ca60dd383b9b41ef7cb8ab015dfcc4', u'845ca5617e959d8a09839f5ccaab9e91', u'01e0dd79c13b3f781de91b3f1e51839e', u'cc11a4c42d45448a3448193899747666']",2015-05-29T04:00:00.000Z,PDF.js,تعرف حقوقك وواجباتك,[u'Social Sciences'],Arabic,[u'Professional'],
4520b3fff6601c1fa877240acc0d7f18,Resource,6-410b01655b376fcd9c31edcfa6be6e48,2015-05-29T04:00:00.000Z,Save the Children,"[u'2cb04e36e7836460c98d481f7e498eb2', u'cc11a4c42d45448a344819389964b532', u'cc11a4c42d45448a3448193899b1f1ef', u'cc11a4c42d45448a3448193899b21d07', u'0fcf245af7ca2d6d14c9f967bf2d16bb', u'c4ca60dd383b9b41ef7cb8ab015dfcc4', u'e5167174593c2dc72883d35579cbdfa6', u'cc11a4c42d45448a344819389963334d', u'77c4601c1c17bbd44758f62fda1c78d9', u'2cb04e36e7836460c98d481f7e76ae44', u'e4ac6c679db7517a6df5a25372002a84', u'41d96d20b4c87ffd1545b6d4570241bf', u'845ca5617e959d8a09839f5ccaab9e91', u'2cb04e36e7836460c98d481f7ed34459', u'cc11a4c42d45448a3448193899741506', u'cc11a4c42d45448a3448193899747666']",2015-05-29T04:00:00.000Z,PDF.js,حقوقي! للأطفال بين ٩ و ١٥ من عمرهم,[u'Learning'],Arabic,[u'Professional'],
4520b3fff6601c1fa877240acc0d8cb7,Resource,6-274a6523e4978aafa589cd041101567d,2015-05-29T04:00:00.000Z,Save the Children,"[u'41d96d20b4c87ffd1545b6d4570222ca', u'2cb04e36e7836460c98d481f7e81309b', u'cc11a4c42d45448a3448193899ff7631', u'2cb04e36e7836460c98d481f7e498eb2', u'cc11a4c42d45448a3448193899b21d07', u'0fcf245af7ca2d6d14c9f967bf2d16bb', u'2cb04e36e7836460c98d481f7e496925', u'cc11a4c42d45448a3448193899747666']",2015-05-29T04:00:00.000Z,PDF.js,حقوفي! للاطفال بين ١٦ و ١٨ من عمرهم,[u'Learning'],Arabic,[u'Professional'],
4520b3fff6601c1fa877240acc0da777,Resource,5-e647b4ba1b9b73c294878a3c66e7bb6e,2015-05-29T04:00:00.000Z,Save the Children,"[u'cc11a4c42d45448a3448193899ff7631', u'cc11a4c42d45448a3448193899f617a3', u'2cb04e36e7836460c98d481f7e91780b', u'cc11a4c42d45448a3448193899aad8f7', u'2cb04e36e7836460c98d481f7ed2e6a3', u'845ca5617e959d8a09839f5ccaab9e91', u'01e0dd79c13b3f781de91b3f1e5170ea', u'2cb04e36e7836460c98d481f7ed34459', u'01e0dd79c13b3f781de91b3f1e51839e', u'2cb04e36e7836460c98d481f7eb778a5', u'cc11a4c42d45448a3448193899747666']",2015-05-29T04:00:00.000Z,PDF.js,اشتاق إلى بيتي و فستاني الزهري,[u'Social Sciences'],Arabic,[u'Professional'],
4520b3fff6601c1fa877240acc0daef4,Resource,4-80a8637a376eb6cde570e14d5d49588c,2015-06-01T04:00:00.000Z,Arthur Conan Doyle,[u'0fcf245af7ca2d6d14c9f967bf36e3fc'],2015-06-01T04:00:00.000Z,PDF.js,Las aventuras de Sherlock Holmes,[u'Literature'],Spanish,"[u'Early Education', u'Lower Secondary', u'Upper Secondary', u'Undergraduate', u'Graduate', u'Professional']",
4520b3fff6601c1fa877240acc0db6f5,Resource,4-2b28db193cb1ee365ee2450fef7344f1,2015-06-01T04:00:00.000Z,Hans Christian Andersen,"[u'2cb04e36e7836460c98d481f7e9a5076', u'845ca5617e959d8a09839f5ccadb3271']",2015-06-01T04:00:00.000Z,PDF.js,El patito feo,[u'Literature'],Spanish,"[u'Early Education', u'Lower Primary']",
4520b3fff6601c1fa877240acc0db92c,Resource,4-0df2dc8489cce227f12468bae5ed3fcd,2015-06-01T04:00:00.000Z,Hans Christian Andersen,[u'2cb04e36e7836460c98d481f7e9a5076'],2015-06-01T04:00:00.000Z,PDF.js,La sombra,[u'Literature'],Spanish,"[u'Lower Primary', u'Upper Primary']",
4520b3fff6601c1fa877240acc0dc523,Resource,4-e9c5d6485a438674ead51810472bb709,2015-06-01T04:00:00.000Z,Hans Christian Andersen,"[u'2cb04e36e7836460c98d481f7e9a5076', u'845ca5617e959d8a09839f5ccadb3271']",2015-06-01T04:00:00.000Z,PDF.js,Las habichuelas magicas,[u'Literature'],Spanish,"[u'Early Education', u'Lower Primary']",
4520b3fff6601c1fa877240acc0e2928,Resource,5-6431fb19e77539380e583783c2d88101,2015-06-02T04:00:00.000Z,Charles Perrault,"[u'2cb04e36e7836460c98d481f7e9a5076', u'845ca5617e959d8a09839f5ccadb3271']",2015-06-02T04:00:00.000Z,PDF.js,El gato con botas,[u'Literature'],Spanish,[u'Lower Primary'],
4520b3fff6601c1fa877240acc0e3081,Resource,5-d61b2b094d967a2e552686167349efa6,2015-06-02T04:00:00.000Z,Lewis Caroll,"[u'2cb04e36e7836460c98d481f7e9a5076', u'845ca5617e959d8a09839f5ccadb3271', u'0fcf245af7ca2d6d14c9f967bf36e3fc']",2015-06-02T04:00:00.000Z,PDF.js,A traves del espejo y lo que Alicia encontro al otro lado,[u'Literature'],Spanish,[u'Upper Secondary'],
4520b3fff6601c1fa877240acc0e3ad4,Resource,5-0449b0376ada9ff41d9c2468e9e4debf,2015-06-02T04:00:00.000Z,Lewis Carroll,"[u'2cb04e36e7836460c98d481f7e9a5076', u'845ca5617e959d8a09839f5ccadb3271', u'0fcf245af7ca2d6d14c9f967bf36e3fc']",2015-06-02T04:00:00.000Z,PDF.js,Alicia en el pais de las maravillas,[u'Literature'],Spanish,[u'Upper Secondary'],
4520b3fff6601c1fa877240acc0e44aa,Resource,5-a915bcf53f6542353424e60b5ac53eec,2015-06-02T04:00:00.000Z,Charles Perrault,"[u'2cb04e36e7836460c98d481f7e9a5076', u'845ca5617e959d8a09839f5ccadb3271']",2015-06-02T04:00:00.000Z,PDF.js,Caperucita roja,[u'Literature'],Spanish,[u'Lower Primary'],
4520b3fff6601c1fa877240acc0e4d2d,Resource,4-eefa57ef85b779379a5b993fa364216d,2015-06-02T04:00:00.000Z,Hermanos Grimm,"[u'2cb04e36e7836460c98d481f7e9a5076', u'845ca5617e959d8a09839f5ccadb3271']",2015-06-02T04:00:00.000Z,PDF.js,Blancanieves,[u'Literature'],Spanish,"[u'Early Education', u'Lower Primary']",
4520b3fff6601c1fa877240acc0e5283,Resource,4-541cfce41539fb705e3436c8cd199d39,2015-06-02T04:00:00.000Z,Charles Perrault,"[u'2cb04e36e7836460c98d481f7e9a5076', u'845ca5617e959d8a09839f5ccadb3271']",2015-06-02T04:00:00.000Z,PDF.js,La bella durmiente del bosque,[u'Literature'],Spanish,"[u'Early Education', u'Lower Primary']",
4520b3fff6601c1fa877240acc0e605e,Resource,4-8e970dcc6889ec4b71a85ad03dc8d6b6,2015-06-02T04:00:00.000Z,Charles Perrault,"[u'2cb04e36e7836460c98d481f7e9a5076', u'845ca5617e959d8a09839f5ccadb3271']",2015-06-02T04:00:00.000Z,PDF.js,La cenicienta,[u'Literature'],Spanish,"[u'Early Education', u'Lower Primary']",
4520b3fff6601c1fa877240acc0e6270,Resource,4-1005a13947dfb683358b7329729e3543,2015-06-02T04:00:00.000Z,Charles Perrault,"[u'2cb04e36e7836460c98d481f7e9a5076', u'845ca5617e959d8a09839f5ccadb3271']",2015-06-02T04:00:00.000Z,PDF.js,Barba azul,[u'Literature'],Spanish,"[u'Early Education', u'Lower Primary']",
4520b3fff6601c1fa877240acc0e7693,Resource,4-bde0e79f5a62cf180bd17d717e3eb81c,2015-06-02T04:00:00.000Z,Charles Perrault,"[u'2cb04e36e7836460c98d481f7e9a5076', u'845ca5617e959d8a09839f5ccadb3271']",2015-06-02T04:00:00.000Z,PDF.js,Las hadas,[u'Literature'],Spanish,"[u'Early Education', u'Lower Primary']",
4520b3fff6601c1fa877240acc0e77bd,Resource,4-ef3ea6fbe54376ffdcbc76228420eab6,2015-06-02T04:00:00.000Z,Lewis Carroll,"[u'2cb04e36e7836460c98d481f7e9a5076', u'845ca5617e959d8a09839f5ccadb3271', u'0fcf245af7ca2d6d14c9f967bf36e3fc']",2015-06-02T04:00:00.000Z,PDF.js,Fantasmagoria,[u'Literature'],Spanish,"[u'Lower Secondary', u'Upper Secondary']",
4520b3fff6601c1fa877240acc0e8044,Resource,4-79fa2937c2e09436cb213a601895bdeb,2015-06-02T04:00:00.000Z,Tomas de Iriarte,[u'2cb04e36e7836460c98d481f7e9a5076'],2015-06-02T04:00:00.000Z,PDF.js,Fabulas literarias,[u'Literature'],Spanish,"[u'Early Education', u'Lower Primary']",
4520b3fff6601c1fa877240acc0e8217,Resource,6-7faddedd38ae9e5a10cd3e962eb31397,2015-06-02T04:00:00.000Z,Hermanos Grimm,"[u'2cb04e36e7836460c98d481f7e9a5076', u'845ca5617e959d8a09839f5ccadb3271']",2015-06-02T04:00:00.000Z,PDF.js,Cuentos de los Hermanos Grimm,[u'Literature'],Spanish,[u'Upper Primary'],
4520b3fff6601c1fa877240acc0e8b97,Resource,5-a0ebb2b36272ba5734f66deb42f56c4c,2015-06-02T04:00:00.000Z,Carmen Lyra,[u'2cb04e36e7836460c98d481f7e9a5076'],2015-06-02T04:00:00.000Z,PDF.js,Cuentos de mi Tia Panchita,[u'Literature'],Spanish,[u'Lower Primary'],
4520b3fff6601c1fa877240acc0e90c1,Resource,6-e3b662e32759534f9e5e8f1969222791,2015-06-02T04:00:00.000Z,Hans Christian Andersen,"[u'2cb04e36e7836460c98d481f7e9a5076', u'845ca5617e959d8a09839f5ccadb3271']",2015-06-02T04:00:00.000Z,PDF.js,Cuentos de Hans Christian Andersen,[u'Literature'],Spanish,[u'Lower Primary'],
4520b3fff6601c1fa877240acc0e9d60,Resource,5-22b3c3f0e6a76dae3100a0d823d39d01,2015-06-02T04:00:00.000Z,Oscar Wilde,[u'2cb04e36e7836460c98d481f7e9a5076'],2015-06-02T04:00:00.000Z,PDF.js,El principe feliz y otros cuentos,[u'Literature'],Spanish,[u'Lower Primary'],
4520b3fff6601c1fa877240acc0ea4ad,Resource,5-cc4cbd97bd84ff90c857fb85c51e183b,2015-06-02T04:00:00.000Z,Charles Dickens,"[u'2cb04e36e7836460c98d481f7e9a5076', u'845ca5617e959d8a09839f5ccadb3271', u'0fcf245af7ca2d6d14c9f967bf36e3fc']",2015-06-02T04:00:00.000Z,PDF.js,Cancion de Navidad,[u'Literature'],Spanish,[u'Lower Secondary'],
4520b3fff6601c1fa877240acc0eb448,Resource,4-8741df52f4f7a612a9925636ccc69ef6,2015-06-02T04:00:00.000Z,Ursula Nafula,[u'ebae4ec21799f5e85746c440aca24c36'],2015-06-02T04:00:00.000Z,PDF.js,African Storybooks - Mwanamke wa rangi ya chungwa,[u'Literature'],Swahili,"[u'Lower Primary', u'Upper Primary']",
